score,title,type,genres,studios,main_actors
7.15,Sore_ga_Seiyuu!,TV,Slice_of_Life Comedy,Evil_Line_Records FUNimation_Entertainment Gonzo,Takahashi_Rie Kouno_Marika Nagaku_Yuki 
7.74,Soukyuu_no_Fafner:_Dead_Aggressor_-_Exodus_2nd_Season,TV,Action Drama Mecha Military Sci-Fi,Starchild_Records Mainichi_Broadcasting_System Xebec_Zwei,Ishii_Makoto Kiyasu_Kohei Matsumoto_Marika 
7.68,Sora_no_Otoshimono,TV,Sci-Fi Harem Comedy Supernatural Romance Ecchi Shounen,Kadokawa_Shoten Kadokawa_Pictures_Japan KlockWorx NTT_Docomo FUNimation_Entertainment AIC_A.S.T.A.,Hayami_Saori Mina Nomizu_Iori Hoshi_Soichiro Fujita_Saki Takagaki_Ayahi Suzuki_Tatsuhisa 
7.95,Sidonia_no_Kishi:_Daikyuu_Wakusei_Seneki,TV,Action Mecha Sci-Fi Seinen Space,Starchild_Records Mainichi_Broadcasting_System Studio_Mausu Sentai_Filmworks Polygon_Pictures,Toyosaki_Aki Suzaki_Aya Osaka_Ryota 
7.35,Sidonia_no_Kishi_Movie,Movie,Action Mecha Sci-Fi Seinen Space,Sentai_Filmworks Polygon_Pictures,Suzaki_Aya Toyosaki_Aki Osaka_Ryota 
7.05,Shuumatsu_no_Izetta,TV,Action Military Historical,Shochiku AT-X Asahi_Production flying_DOG Tokyo_MX i0+ Wargaming_Japan JTB_Entertainment FUNimation_Entertainment Ajia-Do,Akaneya_Himika Hayami_Saori 
7.31,Shuffle!,TV,Comedy Drama Ecchi Fantasy Harem Magic Romance School Seinen,Lantis Memory-Tech FUNimation_Entertainment Xebec Asread,Aoki_Sayaka Gotou_Yuuko Nagami_Haruka Hitomi Itou_Miki Sugita_Tomokazu 
7.60,Shouwa_Genroku_Rakugo_Shinjuu:_Yotarou_Hourou-hen,OVA,Drama Josei,Studio_Deen,Seki_Tomokazu Ishida_Akira 
8.59,Shouwa_Genroku_Rakugo_Shinjuu,TV,Drama Historical Josei,Starchild_Records DAX_Production Studio_Deen,Yamadera_Kouichi Ishida_Akira Kobayashi_Sanae 
7.87,Sidonia_no_Kishi,TV,Action Mecha Sci-Fi Seinen Space,Starchild_Records Mainichi_Broadcasting_System Kodansha KlockWorx Sentai_Filmworks Polygon_Pictures,Suzaki_Aya Toyosaki_Aki Osaka_Ryota 
7.43,Shounen_Maid,TV,Comedy Shoujo Slice_of_Life,TBS FUNimation_Entertainment 8bit,Fujiwara_Natsumi Shimazaki_Nobunaga Ohwada_Hitomi Murase_Ayumu 
6.42,Shoujo-tachi_wa_Kouya_wo_Mezasu_OVA,OVA,School,Project_No.9,Akesaka_Satomi Yamashita_Seiichirou Toyonaga_Toshiyuki Hanazawa_Kana Chisuga_Haruka Sato_Satomi 
6.45,Shoujo-tachi_wa_Kouya_wo_Mezasu,TV,School,Sotsu Lantis Magic_Capsule Warner_Bros. KlockWorx Cospa ASCII_Media_Works Sentai_Filmworks Barnum_Studio Project_No.9,Akesaka_Satomi Yamashita_Seiichirou Toyonaga_Toshiyuki Hanazawa_Kana Chisuga_Haruka Sato_Satomi 
8.49,Shokugeki_no_Souma:_Ni_no_Sara,TV,Ecchi School Shounen,Sentai_Filmworks J.C.Staff,Taneda_Risa Takahashi_Minami Matsuoka_Yoshitsugu 
8.61,Shokugeki_no_Souma,TV,Ecchi School Shounen,Mainichi_Broadcasting_System Magic_Capsule Showgate Sentai_Filmworks J.C.Staff,Taneda_Risa Takahashi_Minami Matsuoka_Yoshitsugu 
7.59,Shinreigari:_Ghost_Hound,TV,Mystery Psychological Sci-Fi Supernatural,WOWOW Pony_Canyon Showgate TYO Mag_Garden Sentai_Filmworks Production_I.G,Yajima_Akiko Ono_Kensho Fukuyama_Jun Hoshi_Soichiro 
7.53,Shimoneta_to_Iu_Gainen_ga_Sonzai_Shinai_Taikutsu_na_Sekai,TV,Comedy Ecchi School,Frontier_Works Shogakukan_Productions Genco Starchild_Records AT-X KlockWorx FUNimation_Entertainment J.C.Staff,Ishigami_Shizuka Yamazaki_Haruka Kobayashi_Yuusuke Horie_Yui Arai_Satomi 
8.45,Shingeki_no_Kyojin:_Kuinaki_Sentaku,OVA,Action Fantasy Shoujo Supernatural,Wit_Studio,Yusa_Kouji Kamiya_Hiroshi Ise_Mariya Ono_Daisuke 
7.16,Shinmai_Maou_no_Testament_OVA,OVA,Action Harem Demons Romance Ecchi Fantasy,Production_IMS,Asakawa_Yuu Asai_Ayaka Fukuhara_Kaori Bridcutt_Sarah_Emi Nakamura_Yuuichi 
7.99,Shiki,TV,Mystery Supernatural Thriller Vampire,Aniplex Dentsu Fuji_TV DAX_Production Shueisha FUNimation_Entertainment Daume,Yuuki_Aoi Okitsu_Kazuyuki Ookawa_Tooru Uchiyama_Kouki 
6.96,Shingeki_no_Kyojin:_Ano_Hi_Kara,Special,Action Drama Fantasy Shounen Super_Power,Mainichi_Broadcasting_System Shingeki_no_Kyojin_Team FUNimation_Entertainment Production_I.G Wit_Studio,Ishikawa_Yui Inoue_Marina Kaji_Yuki 
6.90,Shinmai_Maou_no_Testament_Burst_OVA,OVA,Action Harem Demons Romance Ecchi Fantasy,Kadokawa_Shoten Production_IMS,Fukuhara_Kaori Asai_Ayaka Bridcutt_Sarah_Emi Nakamura_Yuuichi 
8.25,Shijou_Saikyou_no_Deshi_Kenichi,TV,Action Comedy Martial_Arts School Shounen,TV_Tokyo Tokyo_Movie_Shinsha FUNimation_Entertainment TMS_Entertainment,Kawakami_Tomoko Seki_Tomokazu 
7.81,Shigatsu_wa_Kimi_no_Uso:_Moments,OVA,Music Shounen,A-1_Pictures,Kaji_Yuki Hanae_Natsuki Hayami_Saori 
8.92,Shigatsu_wa_Kimi_no_Uso,TV,Drama Music Romance School Shounen,Aniplex Dentsu Kodansha Fuji_TV Kyoraku_Industrial_Holdings Aniplex_of_America A-1_Pictures,Hanae_Natsuki Taneda_Risa Sakura_Ayane Osaka_Ryota 
7.75,Shingeki_no_Kyojin_Movie_2:_Jiyuu_no_Tsubasa,Movie,Action Super_Power Drama Fantasy Shounen,Dentsu Mainichi_Broadcasting_System Pony_Canyon Kodansha Production_I.G Wit_Studio,Ishikawa_Yui Inoue_Marina Kaji_Yuki 
8.54,Shingeki_no_Kyojin,TV,Action Super_Power Drama Fantasy Shounen,Mainichi_Broadcasting_System Pony_Canyon Kodansha Mad_Box Shingeki_no_Kyojin_Team FUNimation_Entertainment Production_I.G Wit_Studio,Ishikawa_Yui Inoue_Marina Kaji_Yuki 
7.88,Shingeki_no_Kyojin_OVA,OVA,Action Drama Fantasy Shounen Super_Power,Production_I.G Wit_Studio,Taniyama_Kishou Kokuryu_Sachi Park_Romi 
7.83,Shaman_King,TV,Action Adventure Comedy Supernatural Drama Shounen,TV_Tokyo Nihon_Ad_Systems TV_Tokyo_Music 4Kids_Entertainment Xebec,Konishi_Katsuyuki Sato_Yuko Takayama_Minami Midorikawa_Hikaru Hayashibara_Megumi Inuyama_Inuko Park_Romi 
7.69,Shingeki_no_Kyojin_Movie_1:_Guren_no_Yumiya,Movie,Action Drama Fantasy Shounen Super_Power,Dentsu Mainichi_Broadcasting_System Pony_Canyon Kodansha Production_I.G Wit_Studio,Ishikawa_Yui Inoue_Marina Kaji_Yuki 
6.89,Shakunetsu_no_Takkyuu_Musume,TV,Sports,Studio_Mausu DIVE_II_Entertainment Avex_Pictures Kinema_Citrus,Kuwahara_Yuuki Tanaka_Minami Imamura_Ayaka Kouno_Marika Hanamori_Yumiri Tojo_Hisako 
7.49,Shakugan_no_Shana_S,OVA,Action Drama Fantasy Romance School Supernatural,Geneon_Universal_Entertainment ASCII_Media_Works Showgate FUNimation_Entertainment J.C.Staff,Hino_Satoshi Kugimiya_Rie 
7.73,Shakugan_no_Shana_III_(Final),TV,Action Drama Fantasy Romance Supernatural,Geneon_Universal_Entertainment Warner_Bros. ASCII_Media_Works Showgate FUNimation_Entertainment J.C.Staff,Hayami_Show Hino_Satoshi Kugimiya_Rie 
7.78,Shakugan_no_Shana_II_(Second),TV,Action Drama Fantasy Romance School Supernatural,Geneon_Universal_Entertainment ASCII_Media_Works FUNimation_Entertainment J.C.Staff,Hino_Satoshi Kugimiya_Rie Kawasumi_Ayako 
7.73,Shakugan_no_Shana,TV,Action Drama Fantasy Romance School Supernatural,Geneon_Universal_Entertainment ASCII_Media_Works Toshiba_Entertainment Cosmic_Ray Showgate FUNimation_Entertainment Geneon_Entertainment_USA J.C.Staff,Hino_Satoshi Kugimiya_Rie Kawasumi_Ayako 
7.95,Seto_no_Hanayome,TV,Comedy Parody Romance School,TV_Tokyo AIC Square_Enix Sotsu FUNimation_Entertainment Gonzo,Nogawa_Sakura Mizushima_Takahiro Momoi_Haruko 
7.13,Shinmai_Maou_no_Testament_Burst,TV,Action Harem Demons Romance Ecchi Fantasy,Kadokawa_Shoten Nippon_Columbia Production_IMS,Fukuhara_Kaori Asai_Ayaka Bridcutt_Sarah_Emi Nakamura_Yuuichi 
7.47,Shinrei_Tantei_Yakumo,TV,Horror Mystery Shoujo Supernatural,NHK Sogo_Vision NHK-BS2 Sentai_Filmworks Bee_Train,Touchi_Hiroki Fujimura_Ayumi Ono_Daisuke 
7.13,Servamp,TV,Action Comedy Supernatural Drama Vampire Josei,Frontier_Works Lantis Kadokawa_Shoten AT-X Sony_Music_Communications Hakuhodo_DY_Music_&_Pictures Yomiuri_TV_Enterprise Adores Heroz FUNimation_Entertainment Brain,s_Base Platinum_Vision 
7.17,Senyuu._Specials,Special,Action Comedy Fantasy Shounen,Ordet LIDENFILMS,Kamiya_Hiroshi Shimono_Hiro Nakamura_Yuuichi Kayano_Ai 
6.42,Sekkou_Boys,TV,Music Comedy,Kadokawa_Pictures_Japan Ultra_Super_Pictures LIDENFILMS,Fukuyama_Jun Kokido_Shiho Ono_Daisuke Tachibana_Shinnosuke Sugita_Tomokazu 
6.81,Sekai_Seifuku:_Bouryaku_no_Zvezda_-_Shin_Zvezda_Daisakusen,Special,Action Comedy Fantasy,Aniplex flying_DOG Aniplex_of_America A-1_Pictures,Kuno_Misaki Hanae_Natsuki Toriumi_Kousuke Ise_Mariya Hirota_Minoru Yamazaki_Erii Hanazawa_Kana 
7.61,Senyuu._2,TV,Action Comedy Fantasy Parody Shounen,TV_Tokyo Bandai_Visual Lantis Barnum_Studio Dwango Good_Smile_Company Ordet LIDENFILMS,Shimono_Hiro Nakamura_Yuuichi Kayano_Ai 
7.18,Sekai_Seifuku:_Bouryaku_no_Zvezda,TV,Action Comedy Fantasy,Aniplex Dentsu flying_DOG Notes Atelier_Musa Aniplex_of_America A-1_Pictures,Kuno_Misaki Hanae_Natsuki Toriumi_Kousuke Ise_Mariya Hirota_Minoru Yamazaki_Erii Hanazawa_Kana 
8.04,Seitokai_Yakuindomo*_OVA,OVA,Comedy School Shounen Slice_of_Life,Starchild_Records GoHands,Hikasa_Yoko Yahagi_Sayuri Sato_Satomi Asanuma_Shintaro 
8.93,Sen_to_Chihiro_no_Kamikakushi,Movie,Adventure Supernatural Drama,Walt_Disney_Studios GKids Studio_Ghibli,Irino_Miyu Hiiragi_Rumi 
7.84,Seitokai_Yakuindomo*,TV,Comedy School Shounen Slice_of_Life,Starchild_Records GoHands,Hikasa_Yoko Yahagi_Sayuri Sato_Satomi Asanuma_Shintaro 
7.89,Seitokai_Yakuindomo_OVA,OVA,Comedy School Shounen Slice_of_Life,Starchild_Records GoHands,Hikasa_Yoko Yahagi_Sayuri Sato_Satomi Asanuma_Shintaro 
7.71,Seitokai_Yakuindomo,TV,Comedy School Shounen Slice_of_Life,Starchild_Records Dream_Force GoHands,Hikasa_Yoko Yahagi_Sayuri Sato_Satomi Asanuma_Shintaro 
7.49,Senyuu.,TV,Action Comedy Parody Fantasy Shounen,TV_Tokyo Bandai_Visual Lantis Barnum_Studio Dwango Good_Smile_Company Ordet LIDENFILMS,Shimono_Hiro Nakamura_Yuuichi Kayano_Ai 
7.40,Seitokai_no_Ichizon_Lv.2:_Watasu_Seitokai,OVA,Parody Comedy Harem School,AIC,Mina Honda_Mariko Nomizu_Iori Togashi_Misuzu Kondou_Takashi 
7.48,Seitokai_no_Ichizon_Lv.2,ONA,Harem Comedy Parody School,Sentai_Filmworks AIC,Mina Honda_Mariko Nomizu_Iori Togashi_Misuzu Kondou_Takashi 
7.51,Seitokai_no_Ichizon,TV,Parody Comedy Harem School,AMG_MUSIC Sentai_Filmworks Studio_Deen,Saitou_Yuka Honda_Mariko Horinaka_Yuki Togashi_Misuzu Kondou_Takashi 
5.80,Seisen_Cerberus:_Ryuukoku_no_Fatalités,TV,Adventure Fantasy,TV_Tokyo Genco Pony_Canyon Tohokushinsha_Film_Corporation Children,s_Playground_Entertainment Bridge 
6.78,Seirei_Tsukai_no_Blade_Dance_Specials,Special,Action Supernatural Ecchi Fantasy School,TNK,Kakuma_Ai Ishigami_Shizuka Furukawa_Makoto Yuuki_Kana Oonishi_Saori Kido_Ibuki 
7.15,Seirei_Tsukai_no_Blade_Dance,TV,Action Comedy Ecchi Fantasy Harem Romance School Supernatural,Genco Media_Factory Movic AT-X Showgate Sentai_Filmworks TNK,Kakuma_Ai Ishigami_Shizuka Furukawa_Makoto Yuuki_Kana Oonishi_Saori Kido_Ibuki 
6.56,Seikon_no_Qwaser:_Jotei_no_Shouzou,OVA,Action Super_Power Supernatural Ecchi Seinen,Hoods_Entertainment Sentai_Filmworks TAKI_Corporation,Hikasa_Yoko Hirano_Aya 
6.69,Seikon_no_Qwaser_II,TV,Action Super_Power Supernatural Ecchi Seinen,Sentai_Filmworks Hoods_Entertainment,Sanpei_Yuuko Hikasa_Yoko Hirano_Aya Fujimura_Ayumi Toyosaki_Aki 
6.82,Seikon_no_Qwaser,TV,Action Super_Power Supernatural Ecchi Seinen,TAKI_Corporation Sentai_Filmworks Hoods_Entertainment,Chihara_Minori Sanpei_Yuuko Hikasa_Yoko Hirano_Aya Fujimura_Ayumi Toyosaki_Aki 
6.95,Seiken_no_Blacksmith,TV,Action Adventure Fantasy,Media_Factory AT-X Earth_Star_Entertainment FUNimation_Entertainment Manglobe,Okamoto_Nobuhiko Toyoguchi_Megumi Fujimura_Ayumi Toyosaki_Aki 
7.00,Schwarzesmarken,TV,Action Drama Historical Mecha Military Sci-Fi,Sotsu DAX_Production ixtl LIDENFILMS,Yamamoto_Nozomi Suzumura_Kenichi Nanjo_Yoshino Tanaka_Minami 
8.03,Sayonara_Zetsubou_Sensei,TV,Comedy Parody School,Starchild_Records Omnibus_Japan Media_Blasters Shaft,Nonaka_Ai Kamiya_Hiroshi 
7.60,Samurai_7,TV,Historical Mecha Samurai Sci-Fi,GDH FUNimation_Entertainment Gonzo,Inukai_Junji Inada_Tetsu Kong_Kuwata Orikasa_Fumiko Saito_Chiwa Miki_Shinichiro Park_Romi Saizen_Tadahisa Kusano_Tooru Terasoma_Masaki 
7.23,Sansha_Sanyou,TV,Comedy School Slice_of_Life,TOHO_animation FUNimation_Entertainment Doga_Kobo,Imamura_Ayaka Wakui_Yuu Kanazawa_Mai 
7.02,Saenai_Heroine_no_Sodatekata:_Ai_to_Seishun_no_Service_Kai,Special,Ecchi Comedy Harem Romance,Aniplex A-1_Pictures,Matsuoka_Yoshitsugu Yahagi_Sayuri Kayano_Ai Yasuno_Kiyono Oonishi_Saori 
7.11,Shinmai_Maou_no_Testament,TV,Action Harem Demons Romance Ecchi Fantasy,Kadokawa_Shoten AT-X Nippon_Columbia Kadokawa_Pictures_Japan KlockWorx Mobcast Production_IMS,Fukuhara_Kaori Asai_Ayaka Bridcutt_Sarah_Emi Nakamura_Yuuichi 
7.64,Saint☆Oniisan,OVA,Comedy Seinen Slice_of_Life,A-1_Pictures,Hoshino_Gen Moriyama_Mirai 
6.46,Saikin,_Imouto_no_Yousu_ga_Chotto_Okashiinda_ga.,TV,Comedy Ecchi Romance Shounen Supernatural,Lantis Magic_Capsule Discotek_Media Project_No.9,Hashimoto_Chinami Majima_Junji Lynn Ogura_Yui 
7.97,Saint☆Oniisan_(Movie),Movie,Comedy Seinen Slice_of_Life,Aniplex Kodansha Toho A-1_Pictures,Hoshino_Gen Moriyama_Mirai 
7.69,Saenai_Heroine_no_Sodatekata,TV,Harem Comedy Romance Ecchi School,Aniplex Dentsu Fuji_TV Half_H.P_Studio Cospa Fuji_Pacific_Music_Publishing Good_Smile_Company Kyoraku_Industrial_Holdings Kansai_Telecasting_Corporation Aniplex_of_America A-1_Pictures,Matsuoka_Yoshitsugu Taichi_You Kayano_Ai Yasuno_Kiyono Oonishi_Saori 
6.59,Saint_Seiya_Omega,TV,Action Adventure Fantasy Shounen,Dentsu TV_Asahi Toei_Animation,Yukino_Satsuki Kakihara_Tetsuya Mizushima_Yuu Konishi_Katsuyuki Suwabe_Junichi Imai_Yuka Yukino_Satsuki Midorikawa_Hikaru Mizuhara_Kaoru Suzuki_Tatsuhisa 
7.53,Sankarea,TV,Ecchi Comedy Romance Supernatural Horror Shounen,Lantis Pony_Canyon TBS Kodansha BS-TBS FUNimation_Entertainment Studio_Deen,Shintani_Ryouko Kimura_Ryouhei Uchida_Maaya 
6.87,Saijaku_Muhai_no_Bahamut,TV,Action Ecchi Fantasy Harem Mecha Romance School Supernatural,Lantis Orange Sentai_Filmworks Lerche,Kubo_Yurika Tamura_Mutsumi Lynn Fujii_Yukiyo Ishigami_Shizuka Taneda_Risa 
6.74,Sacred_Seven,TV,Action Sci-Fi Super_Power School,Bandai Sentai_Filmworks Sunrise,Nakajima_Megumi Terashima_Takuma 
8.30,Saiki_Kusuo_no_Ψ-nan_(TV),TV,Comedy Supernatural School Shounen,Shogakukan_Productions FUNimation_Entertainment J.C.Staff Egg_Firm,Shimazaki_Nobunaga Ono_Daisuke Kamiya_Hiroshi Tanaka_Aimi Tomatsu_Haruka 
6.55,Rozen_Maiden:_Meitantei_Kunkun_-_Duell_Walzer,Special,Comedy Mystery,Mellow_Head Nomad,Tsukui_Kyousei 
7.83,Rozen_Maiden:_Ouvertüre,Special,Action Comedy Drama Magic Seinen,Mellow_Head Sentai_Filmworks Nomad,Sawashiro_Miyuki Tanaka_Rie 
8.03,Saint_Seiya,TV,Adventure Fantasy Sci-Fi Shounen,ADV_Films DiC_Entertainment Flatiron_Film_Company Toei_Animation,Touma_Yumi Horikawa_Ryo Touma_Yumi Hashimoto_Kouichi Suzuoki_Hirotaka Kawashima_Chiyoko Han_Keiko Furuya_Toru Emori_Hiroko Hori_Hideyuki Uemura_Noriko 
7.44,Rozen_Maiden_(2013),TV,Action Comedy Drama Magic Seinen,TBS Sentai_Filmworks Studio_Deen,Shimura_Yumi Chiba_Chiemi Sanada_Asami Osaka_Ryota Sawashiro_Miyuki Tanaka_Rie Kuwatani_Natsuko 
7.78,Rozen_Maiden:_Träumend,TV,Action Comedy Drama Magic Seinen,Mellow_Head TBS Sentai_Filmworks Nomad,Gotou_Saori Nogawa_Sakura Shimura_Yumi Sanada_Asami Sawashiro_Miyuki Morinaga_Rika Tanaka_Rie Kuwatani_Natsuko 
7.14,Rosario_to_Vampire,TV,Harem Comedy Romance Ecchi Vampire Fantasy School Shounen,Happinet_Pictures Atelier_Musa Shueisha FUNimation_Entertainment Gonzo,Mizuki_Nana Kishio_Daisuke Fukuen_Misato Koyama_Kimiko Kugimiya_Rie 
7.57,Rozen_Maiden,TV,Action Comedy Drama Magic Seinen,Mellow_Head Pony_Canyon TBS Memory-Tech Studio_Jack Sentai_Filmworks Nomad,Nogawa_Sakura Sanada_Asami Sawashiro_Miyuki Morinaga_Rika Tanaka_Rie Kuwatani_Natsuko 
8.40,Sakurasou_no_Pet_na_Kanojo,TV,Comedy Drama Romance School Slice_of_Life,Genco Media_Factory ASCII_Media_Works Sentai_Filmworks J.C.Staff,Horie_Yui Nakatsu_Mari Takamori_Natsumi Matsuoka_Yoshitsugu Sakurai_Takahiro Dendou_Rina Kayano_Ai 
7.24,Rosario_to_Vampire_Capu2,TV,Comedy Ecchi Fantasy Harem Romance School Vampire,FUNimation_Entertainment Gonzo,Mizuki_Nana Kishio_Daisuke Fukuen_Misato Koyama_Kimiko Kugimiya_Rie Saito_Chiwa Chiba_Saeko 
8.64,Re:Zero_kara_Hajimeru_Isekai_Seikatsu,TV,Psychological Drama Thriller Fantasy,TV_Tokyo Media_Factory Kadokawa_Shoten AT-X Memory-Tech Hakuhodo_DY_Music_&_Pictures White_Fox,Takahashi_Rie Kobayashi_Yuusuke 
6.69,RDG:_Red_Data_Girl,TV,Fantasy Magic,Lantis FUNimation_Entertainment P.A._Works,Uchiyama_Kouki Hayami_Saori 
6.75,Ranpo_Kitan:_Game_of_Laplace,TV,Mystery,Aniplex Dentsu Fuji_TV Fuji_Pacific_Music_Publishing Houbunsha FUNimation_Entertainment Lerche,Sakurai_Takahiro Yamashita_Daiki Takahashi_Rie 
6.83,Re-Kan!,TV,Comedy Supernatural School Seinen,TBS Sentai_Filmworks Pierrot_Plus,Kido_Ibuki Ichimichi_Mao Itou_Miku Yamazaki_Erii Iida_Riho 
6.03,Regalia:_The_Three_Sacred_Stars,TV,Action Sci-Fi Mecha,Lantis Infinite FUNimation_Entertainment Actas,Sakura_Ayane Hondo_Kaede Ogura_Yui Kubo_Yurika Touyama_Nao Seto_Asami 
8.64,Rainbow:_Nisha_Rokubou_no_Shichinin,TV,Drama Historical Seinen Thriller,VAP Nippon_Television_Network_Corporation FUNimation_Entertainment Madhouse,Park_Romi Waki_Tomohiro Oguri_Shun Fujiwara_Keiji Koyama_Rikiya Kuroda_Takaya Hasome_Tatsuya 
6.71,Qualidea_Code,TV,Action Supernatural Magic,Aniplex Marvelous_Entertainment ABC_Animation A-1_Pictures,Anzai_Chika Uchida_Yuuma Fukuhara_Ayaka Saito_Soma Yuuki_Aoi Ishikawa_Yui 
7.78,Rakudai_Kishi_no_Cavalry,TV,Action Ecchi Fantasy Romance School,flying_DOG Sentai_Filmworks Silver_Link. Nexus,Asanuma_Shintaro Touyama_Nao Osaka_Ryota Fujii_Yukiyo Ishigami_Shizuka 
3.82,Pupa,TV,Fantasy Horror Psychological,Earth_Star_Entertainment Studio_Deen,Kido_Ibuki Ise_Mariya Shimazaki_Nobunaga 
7.54,Puchi_Puri_Yuushi,TV,Comedy Fantasy Magic Shoujo,Gainax,Orikasa_Fumiko Kawasumi_Ayako Matsuoka_Yuki Fukui_Yukari Yamamoto_Maria 
7.43,Robotics;Notes,TV,Drama Mystery School Sci-Fi,Aniplex Fuji_TV Nitroplus Sony_Music_Entertainment Fuji_Pacific_Music_Publishing MAGES. FUNimation_Entertainment Production_I.G,Tokui_Sora Nazuka_Kaori Hosoya_Yoshimasa Nanjo_Yoshino Kimura_Ryouhei Sekine_Wataru Kugimiya_Rie 
7.60,Psycho-Pass_2,TV,Action Sci-Fi Police Psychological,Dentsu Fuji_TV Nitroplus Sony_Music_Entertainment TOHO_animation Kyoraku_Industrial_Holdings FUNimation_Entertainment Production_I.G Tatsunoko_Production,Kimura_Ryouhei Sakura_Ayane Fujiwara_Keiji Hanazawa_Kana 
7.12,Ro-Kyu-Bu!:_Tomoka_no_Ichigo_Sundae,OVA,Ecchi Sports Comedy School,Project_No.9 Studio_Blanc,Ogura_Yui Kaji_Yuki Hidaka_Rina Hanazawa_Kana Iguchi_Yuka Hikasa_Yoko 
7.63,Rokka_no_Yuusha,TV,Action Adventure Fantasy Magic Mystery,Pony_Canyon Ponycan_USA Passione,Uchiyama_Kouki Satou_Rina Suzumura_Kenichi Sawashiro_Miyuki Saito_Soma Hikasa_Yoko Kakuma_Ai Yuuki_Aoi 
6.60,Ro-Kyu-Bu!_SS_Recap,Special,Ecchi Comedy School Sports,Project_No.9 Studio_Blanc,Ogura_Yui Kaji_Yuki Hidaka_Rina Hanazawa_Kana Iguchi_Yuka Hikasa_Yoko 
7.73,Prison_School_OVA,OVA,Comedy Ecchi Romance School Seinen,J.C.Staff,Okitsu_Kazuyuki Kamiya_Hiroshi Konishi_Katsuyuki Namikawa_Daisuke Suzumura_Kenichi 
5.86,Princess_Lover!:_Magical_Knight_Maria-chan,Special,Magic Parody,GoHands,Miyake_Kaya 
8.50,Psycho-Pass,TV,Action Police Psychological Sci-Fi,Dentsu Fuji_TV Nitroplus Sony_Music_Entertainment Kyoraku_Industrial_Holdings FUNimation_Entertainment Production_I.G,Seki_Tomokazu Sakurai_Takahiro Hanazawa_Kana 
6.83,Princess_Lover!_OVA,OVA,Hentai,Hoods_Entertainment L.,Ishida_Akira Narumi_Erika 
8.03,Prison_School,TV,Comedy Ecchi Romance School Seinen,Genco Kodansha Movic Warner_Bros. KlockWorx Showgate FUNimation_Entertainment J.C.Staff,Okitsu_Kazuyuki Kamiya_Hiroshi Konishi_Katsuyuki Namikawa_Daisuke Suzumura_Kenichi 
6.27,Princess_Lover!_Picture_Drama,Special,Harem Comedy Ecchi School,GoHands,Terashima_Takuma Matsuoka_Yuki Yuzuki_Ryouka Katou_Emiri Toyoguchi_Megumi 
7.67,Sakamoto_desu_ga?,TV,Comedy School Seinen,TBS DAX_Production King_Records Sentai_Filmworks Studio_Deen,Midorikawa_Hikaru 
7.03,Princess_Lover!,TV,Harem Comedy Ecchi School,Dream_Force GoHands,Terashima_Takuma Matsuoka_Yuki Yuzuki_Ryouka Katou_Emiri Toyoguchi_Megumi 
7.94,Pokemon:_The_Origin,Special,Action Adventure Comedy Fantasy Kids,The_Pokemon_Company_International Production_I.G Xebec OLM,Eguchi_Takuya Takeuchi_Junko 
7.05,Ro-Kyu-Bu!,TV,Ecchi Sports Comedy School,AT-X Magic_Capsule Warner_Bros. ASCII_Media_Works Sentai_Filmworks Barnum_Studio Project_No.9 Studio_Blanc,Ogura_Yui Kaji_Yuki Hidaka_Rina Hanazawa_Kana Iguchi_Yuka Hikasa_Yoko 
6.69,Rewrite,TV,Action Comedy Supernatural Romance School,Aniplex Mainichi_Broadcasting_System Movic Visual_Art,s Magic_Capsule ASCII_Media_Works Bushiroad Tokyo_MX BS11 8bit 
7.18,Rental_Magica,TV,Mystery Supernatural Fantasy,Kadokawa_Shoten NTT_Docomo Nozomi_Entertainment Zexcs,Fukuyama_Jun Kugimiya_Rie Itou_Shizuka Suwabe_Junichi Takahashi_Mikako Ueda_Kana 
7.32,Pokemon:_Mizu_no_Miyako_no_Mamorigami_Latias_to_Latios,Movie,Adventure Comedy Drama Fantasy Kids,Studio_Jack 4Kids_Entertainment Miramax_Films OLM,Orikasa_Fumiko Iizuka_Mayumi Ootani_Ikue Matsumoto_Rica Ueda_Yuji 
7.14,Pokemon:_Mewtwo!_Ware_wa_Koko_ni_Ari,Special,Action Adventure Comedy Drama Fantasy Kids,Studio_Jack 4Kids_Entertainment Warner_Bros. OLM,Mitsuishi_Kotono Iizuka_Mayumi Ichimura_Masachika Ootani_Ikue Matsumoto_Rica Ueda_Yuji 
7.20,Reikenzan:_Hoshikuzu-tachi_no_Utage,TV,Comedy Fantasy Magic,Haoliners_Animation_League Tencent_Animation Studio_Deen,Yamaguchi_Yuriko Yonaga_Tsubasa 
7.66,Pokemon:_Mewtwo_no_Gyakushuu,Movie,Action Adventure Comedy Drama Fantasy Kids,TV_Tokyo Shogakukan_Productions Imagica Studio_Jack 4Kids_Entertainment Warner_Bros. OLM,Iizuka_Mayumi Yamadera_Kouichi Morikubo_Showtaro Ichimura_Masachika Ootani_Ikue Matsumoto_Rica Ueda_Yuji 
7.05,Prince_of_Stride:_Alternative,TV,Sports,Media_Factory FUNimation_Entertainment Madhouse,Okamoto_Nobuhiko Aizawa_Yurika Ono_Daisuke Shimono_Hiro Ono_Kensho Suwabe_Junichi Hanazawa_Kana Kimura_Ryouhei Shioya_Ayako 
